,CATEGORY,FRAGMENTS,FREQUENCY
4940,No ,[16*]c1cccc(C)c1Cl,3
4941,No ,[5*]N1CCCC2CCCC21,3
4942,No ,[10*]N1C(=O)COc2ccccc2C1=O,3
4943,No ,[14*]c1cnc([14*])[nH]1,3
4944,No ,[13*]C1CCCN1,3
4945,No ,[5*]N1CCC([15*])C([15*])C1,3
4946,No ,[14*]c1nnc2ccccc2c1N,3
4947,No ,[14*]c1nc2ccccc2cc1[16*],3
4948,No ,[9*]n1c(C)nc(C#N)c1C#N,3
4949,No ,[14*]c1nc2ccc(Cl)cc2c(=O)[nH]1,3
4950,No ,[16*]c1cc2c(cc1[16*])OC(C)C2,3
4951,No ,[14*]c1ncnc2ccc(Cl)cc12,3
4952,No ,[5*]N1CCOC2CCCCC21,3
4953,No ,[14*]c1cn2nc([14*])sc2n1,3
4954,No ,[14*]c1nc2ccccc2c(C)c1Cl,3
4955,No ,[5*]N1CCc2c([nH]c3ccccc23)C1,3
4956,No ,[1*]C(=O)C1NCCc2ccccc21,3
4957,No ,[14*]c1ncnc2oc(C)c(C)c12,3
4958,No ,[4*]CC1Cc2ccccc21,3
4959,No ,[9*]n1c(=O)n([9*])c2cnccc21,3
4960,No ,[16*]c1cc2cc(Cl)ccc2nc1C,3
4961,No ,[16*]c1cc[nH]c1C,3
4962,No ,[5*]N1CCCC[C@@H]1[13*],3
4963,No ,[14*]c1cnc2cc(C)ccn12,3
4964,No ,[5*]N1CCc2nc3ccccc3c([16*])c2C1,3
4965,No ,[5*]N1CC=C(c2ccc(O)cc2)CC1,3
4966,No ,[16*]c1ccc(S(C)=O)cc1,3
4967,No ,[16*]c1ccc(F)c([16*])c1[16*],3
4968,No ,[14*]c1c(C)c(C)nn1C,3
4969,No ,[14*]c1onc2ccc([16*])cc12,3
4970,No ,[15*]C1CCC(C)(C)CC1,3
4971,No ,[15*]C1CC1C1CC1,3
4972,No ,[14*]c1nc([14*])c2c(n1)CCC2,3
4973,No ,[14*]c1nc([14*])n2ccccc12,3
4974,No ,[5*]N1CCc2ccc(C)cc21,3
4975,No ,[8*]CS(=O)(=O)c1ccccc1,3
4976,No ,[5*]N([5*])C1CCc2ccccc21,3
4977,No ,[14*]c1cnc2cc(Cl)c(Cl)cc2n1,3
4978,No ,[16*]c1c(C#N)cnc2ccccc12,3
4979,No ,[5*]N1CCN([5*])C(C)(C)C1,3
4980,No ,[16*]c1c[nH]c2ccc(C)cc12,3
4981,No ,[16*]c1cc2c(cc1Cl)OCCCO2,3
4982,No ,[14*]c1nc2c([nH]1)c(=O)[nH]c(=O)n2C,3
4983,No ,[14*]c1nc2nc(C)cc([14*])n2n1,3
4984,No ,[16*]c1coc2cc(C)c(C)cc12,3
4985,No ,[14*]c1ncoc1C,3
4986,No ,[16*]c1ccc(S(C)=O)c(F)c1,3
4987,No ,[9*]n1c(=O)oc2cc(Cl)ccc21,3
4988,No ,[16*]c1ccc2c([16*])cc(=O)oc2c1,3
4989,No ,[16*]c1cc(C)cc2cccnc12,3
4990,No ,[16*]c1ccccc1S(=O)(=O)CC,3
4991,No ,[16*]c1c(Cl)cc(Cl)c2ccc(C)nc12,3
4992,No ,[14*]c1cc([16*])co1,3
4993,No ,[14*]c1nc2ccccc2cc1C,3
4994,No ,[14*]c1nc2cc([16*])ccc2s1,3
4995,No ,[14*]c1c([16*])cnn1C,3
4996,No ,[14*]c1cc(C)c([14*])nn1,3
4997,No ,[1*]C(=O)CCC(=O)O,3
4998,No ,[9*]n1nc(C)nc1[14*],3
4999,No ,[9*]n1ncc2c([16*])cc([14*])nc21,3
5000,No ,[16*]c1cn(C)c(=O)cc1C,3
5001,No ,[16*]c1c(C)cc(C)nc1C,3
5002,No ,[12*]S(=O)(=O)c1cc(Cl)ccc1[16*],3
5003,No ,[14*]c1nc2cc([16*])c([16*])cc2s1,3
5004,No ,[9*]n1nc(C)ccc1=O,3
5005,No ,[9*]n1c([14*])ccc([16*])c1=O,3
5006,No ,[5*]N1CCCN(C)c2ccc(Cl)cc21,3
5007,No ,[14*]c1cc([16*])c([14*])s1,3
5008,No ,[16*]c1ccc2c(c1)C(=O)CCC2,3
5009,No ,[14*]c1ncc(C#N)cc1Cl,3
5010,No ,[14*]c1nn(C)cc1C#N,3
5011,No ,[10*]N1C(=O)CNC1=O,3
5012,No ,[4*]CCCC,3
5013,No ,[16*]c1cccc2[nH]ncc12,3
5014,No ,[16*]c1ccc2c(c1)OC(F)(F)O2,3
5015,No ,[14*]c1oc2c([16*])cccc2c1C,3
5016,No ,[9*]n1ncc2c([16*])cc(C)nc21,3
5017,No ,[5*]N1CCCc2cc(F)ccc21,3
5018,No ,[16*]c1c(F)c(F)c(F)c(F)c1F,3
5019,No ,[1*]C(=O)CC1OCCc2ccccc21,3
5020,No ,[16*]c1csc(Br)c1,3
5021,No ,[14*]c1cc(=O)n2nc(C)sc2n1,3
5022,No ,[5*]N1CC(C)CN(C)c2ccccc21,3
5023,No ,[16*]c1c(C)ccn(C)c1=O,3
5024,No ,[16*]c1cc2c(cc1[16*])OCO2,3
5025,No ,[5*]N1CC(C)OCC1C,3
5026,No ,[14*]c1ccc([N+](=O)[O-])cn1,3
5027,No ,[14*]c1ncnc2c(F)cccc12,3
5028,No ,[16*]c1cc(C)nc2c1c(C)nn2C,3
5029,No ,[9*]n1c(=O)[nH]c(=O)c2ccccc21,3
5030,No ,[16*]c1ccc2nc(C)sc2c1,3
5031,No ,[5*]N1CCc2sccc2C1c1ccccc1,3
5032,No ,[16*]c1cn(C)nc1C,3
5033,No ,[12*]S(=O)(=O)c1ccc(C)c(F)c1,3
5034,No ,[14*]c1nnn[nH]1,3
5035,No ,[10*]N1C(=O)C(C)N([10*])C1=O,3
5036,No ,[15*]C1CCCC1([15*])C,3
5037,No ,[9*]n1nc(C)c(C)c1[14*],3
5038,No ,[1*]C(=O)C1=Cc2ccccc2OC1,3
5039,No ,[5*]N1c2ccccc2N(C)CCC1C,3
5040,No ,[16*]c1cc2c(cc1F)NC(=O)CC2,3
5041,No ,[16*]c1cccc(F)c1Cl,3
5042,No ,[12*]S(=O)(=O)c1ccc(F)c(F)c1,3
5043,No ,[16*]c1cc(Br)ccc1Cl,3
5044,No ,[15*]C1COc2ccccc2C1,3
5045,No ,[9*]n1nncc1[14*],3
5046,No ,[16*]c1cc(C)c([16*])c(C)c1,3
5047,No ,[14*]c1oc2c(Cl)cccc2c1C,3
5048,No ,[16*]c1cnc2onc(C)c2c1,3
5049,No ,[15*]C1COc2c([16*])cccc2C1,3
5050,No ,[14*]c1cc(C)c(C)s1,3
5051,No ,[5*]N1CCN(C)CC1C,3
5052,No ,[9*]n1cc(Cl)c(=O)[nH]c1=O,3
5053,No ,[10*]N1CC(=O)N([10*])C1=O,3
5054,No ,[5*]N1CCCc2cccc(O)c21,3
5055,No ,[8*]CC(=C)C,3
5056,No ,[16*]c1ccc2c(c1)NC(=O)CC2,3
5057,No ,[16*]c1cncnc1,3
5058,No ,[16*]c1c(F)cccc1Br,3
5059,No ,[14*]c1nnc(C)c2ccccc12,3
5060,No ,[14*]c1cc(Cl)c[nH]1,3
5061,No ,[16*]c1cc([16*])c([16*])cc1[16*],3
5062,No ,[14*]c1cc(C)[nH]n1,3
5063,No ,[9*]n1ccc2ccc(Cl)cc21,3
5064,No ,[5*]N1CCC(C)C2CCCCC21,3
5065,No ,[14*]c1nccnc1[14*],3
5066,No ,[16*]c1cc(S(C)(=O)=O)ccc1F,3
5067,No ,[14*]c1sc2cccc(F)c2c1C,3
5068,No ,[14*]c1nc(C)nc2c1cnn2C,3
5069,No ,[4*][C@@H](C[8*])C(=O)O,3
5070,No ,[14*]c1cnc(C)s1,3
5071,No ,[14*]c1cc(C)c([14*])s1,3
5072,No ,[12*]S(=O)(=O)c1ccc(F)cc1C,3
5073,No ,[14*]c1nn2c([14*])cc(C)nc2c1C,2
5074,No ,[14*]c1nc([14*])c2nccnc2n1,2
5075,No ,[9*]n1nc([14*])sc1=S,2
5076,No ,[4*][C@H]([8*])C,2
5077,No ,[5*]N1CCC(C)C(C)(C)C1,2
5078,No ,[16*]c1c(C)nc2ncnn2c1O,2
5079,No ,[12*]S(=O)(=O)CC,2
5080,No ,[14*]c1cnc(Cl)s1,2
5081,No ,[5*]N1CCn2c(C)nnc2C1,2
5082,No ,[12*]S(=O)(=O)c1cccc2nonc12,2
5083,No ,[12*]S(=O)(=O)c1cc(Cl)ccc1C,2
5084,No ,[16*]c1ccc2c(c1)oc(=O)n2C,2
5085,No ,[14*]c1cc(C#N)c2cc(Cl)ccc2n1,2
5086,No ,[16*]c1cc(=O)oc2ccc3ccccc3c12,2
5087,No ,[16*]c1cc([16*])cc(F)c1,2
5088,No ,[14*]c1oc2c(F)cccc2c1C,2
5089,No ,[16*]c1c(C#N)nnc2ccccc12,2
5090,No ,[16*]c1ccnc2c([16*])cccc12,2
5091,No ,[8*]CS(=O)c1cccc(F)c1,2
5092,No ,[14*]c1cc2nc(C)ccc2o1,2
5093,No ,[14*]c1ccc2nnc(C)n2n1,2
5094,No ,[16*]c1ccc(=O)n(C)c1,2
5095,No ,[8*]C([8*])(C)C,2
5096,No ,[9*]n1c(N)nc(C#N)c1C#N,2
5097,No ,[5*]N1CC([13*])OCC1C,2
5098,No ,[14*]c1nccc2ccncc12,2
5099,No ,[1*]C(=O)C([4*])CC,2
5100,No ,[14*]c1sc(C)c(C)c1C#N,2
5101,No ,[1*]C(=O)C([8*])C(C)C,2
5102,No ,[5*]N1Cc2ccccc2N(C)CC1[13*],2
5103,No ,[16*]c1cccnc1S,2
5104,No ,[1*]C(=O)C([8*])N,2
5105,No ,[16*]c1c(C)nn2cccnc12,2
5106,No ,[15*]C1(N)CCC1,2
5107,No ,[8*]C(C)CC,2
5108,No ,[3*]ONC([6*])=O,2
5109,No ,[16*]c1cc(S(C)(=O)=O)ccc1Cl,2
5110,No ,[14*]c1n[nH]c2ccccc2c1=O,2
5111,No ,[16*]c1cccnc1[N+](=O)[O-],2
5112,No ,[13*]C1CCC([13*])O1,2
5113,No ,[1*]C(=O)CC1c2cc([16*])c([16*])cc2CCN1[5*],2
5114,No ,[9*]n1c(=O)c2ccccc2n2c([14*])nnc12,2
5115,No ,[14*]c1ncc(Cl)n1C,2
5116,No ,[14*]c1sc2cccc(F)c2c1[16*],2
5117,No ,[13*]C1CN2CCCC2CO1,2
5118,No ,[5*]N1CCc2cccc(C)c21,2
5119,No ,[16*]c1cc(Br)ccc1F,2
5120,No ,[8*]CS(=O)(=O)c1ncnn1C,2
5121,No ,[9*]n1c(=O)n(C)c2ccncc21,2
5122,No ,[1*]C(=O)CC1CCCc2cc([16*])ccc21,2
5123,No ,[14*]c1nccn2ccnc12,2
5124,No ,[14*]c1ncncc1Cl,2
5125,No ,[14*]c1cc(C)ncn1,2
5126,No ,[14*]c1oc2ccc(F)cc2c1C,2
5127,No ,[1*]C(=O)C(N)CC,2
5128,No ,[14*]c1nc(N)nc(N)n1,2
5129,No ,[16*]c1cccc2c3c([nH]c12)CCCC3,2
5130,No ,[15*]C1CC([15*])C1(C)C,2
5131,No ,[14*]c1ncnc2c1CCCCC2,2
5132,No ,[16*]c1cc([16*])c(C)cc1[16*],2
5133,No ,[16*]c1ccc(F)cc1N,2
5134,No ,[5*]N1CCCc2cc(S([12*])(=O)=O)ccc21,2
5135,No ,[14*]c1cc2ccccc2c(Cl)n1,2
5136,No ,[16*]c1cnc2c(c1)c(=O)n(C)c(=O)n2C,2
5137,No ,[5*]N1CC(CC[8*])c2ccccc21,2
5138,No ,[9*]n1cnc2cc(F)c(F)cc21,2
5139,No ,[5*]N1CCc2[nH]c3ccc(Br)cc3c2C1,2
5140,No ,[9*]n1cnc2sccc2c1=O,2
5141,No ,[16*]c1cnc2ccccc2c1[16*],2
5142,No ,[15*]C1CCC2CCCCC2C1,2
5143,No ,[16*]c1cc(C)c(O)c(C)c1,2
5144,No ,[12*]S(=O)(=O)c1c(C)c(C)cc(C)c1C,2
5145,No ,[8*]CS(=O)(=O)c1cccc(Cl)c1,2
5146,No ,[4*]C(C[8*])C(C)C,2
5147,No ,[15*]C1(O)CCCC1,2
5148,No ,[12*]S(=O)(=O)c1cccc(Cl)c1C,2
5149,No ,[1*]C(=O)CN1C(=O)COc2cc(Br)ccc21,2
5150,No ,[14*]c1nnc2cc(C)nc(C)n12,2
5151,No ,[9*]n1c(=O)c2c(ncn2[9*])n([9*])c1=O,2
5152,No ,[16*]c1ccc(C#N)cc1Cl,2
5153,No ,[5*]N1CCN2C(=O)C(=O)NCC2C1,2
5154,No ,[5*]N1CCc2c(Cl)cc(Cl)cc2C1C,2
5155,No ,[4*]CC1CCCc2cc([16*])ccc21,2
5156,No ,[16*]c1c(C)c(C)nn(C)c1=O,2
5157,No ,[5*]N([5*])C1CCCc2ccccc21,2
5158,No ,[12*]S(=O)(=O)c1ccc(C)c2ncccc12,2
5159,No ,[16*]c1ccc(C)cc1O,2
5160,No ,[5*]N1CC([15*])C([15*])C1,2
5161,No ,[14*]c1ccc2c(C)c([14*])sc2n1,2
5162,No ,[14*]c1nc(C)ncc1Cl,2
5163,No ,[8*]CS(=O)(=O)c1nnc([14*])n1C,2
5164,No ,[14*]c1nc2cc(F)ccc2o1,2
5165,No ,[14*]c1ccc([N+](=O)[O-])o1,2
5166,No ,[5*]N1CCc2c(Cl)cccc21,2
5167,No ,[5*]N1CCc2ccc([16*])cc21,2
5168,No ,[16*]c1cc(F)ccc1O,2
5169,No ,[12*]S(=O)(=O)c1cccc2cccnc12,2
5170,No ,[16*]c1cc(C)c(C)cc1Cl,2
5171,No ,[9*]n1cnc(C)c1C,2
5172,No ,[14*]c1nc2c(cnn2C)c(=O)[nH]1,2
5173,No ,[5*]N1c2ccccc2CC1[13*],2
5174,No ,[14*]c1nc2ccc(S(C)(=O)=O)cc2s1,2
5175,No ,[16*]c1ccc2occ([16*])c2c1,2
5176,No ,[16*]c1cc(F)c(F)cc1[16*],2
5177,No ,[16*]c1ccc(Br)c([N+](=O)[O-])c1,2
5178,No ,[5*]N1CCc2cc(Cl)cc(Cl)c2C1,2
5179,No ,[16*]c1ccnc(Cl)c1,2
5180,No ,[14*]c1nc([14*])c2sccc2n1,2
5181,No ,[1*]C(=O)CCS(=O)(=O)C1CCCC1,2
5182,No ,[8*]C(C#N)S(=O)(=O)c1ccc(C)cc1,2
5183,No ,[14*]c1cc2c(C)c(C)ccc2[nH]1,2
5184,No ,[5*]N1CC2CCCCC21[13*],2
5185,No ,[10*]N1C(=O)Cc2ccccc2C1=O,2
5186,No ,[14*]c1ncnc([14*])c1N,2
5187,No ,[9*]n1c(C)csc1=O,2
5188,No ,[5*]N([5*])C[8*],2
5189,No ,[14*]c1nc(N)c2cnn(C)c2n1,2
5190,No ,[16*]c1ccc2c(c1)ncn2C,2
5191,No ,[5*]N1CCC(C2CCN(C)CC2)C1,2
5192,No ,[16*]c1c[nH]c(C)cc1=O,2
5193,No ,[14*]c1ccc(F)cn1,2
5194,No ,[14*]c1c(C)nc2sc(C)cn12,2
5195,No ,[12*]S(=O)(=O)c1cc(C)cc(F)c1,2
5196,No ,[14*]c1ccnc2ncnn12,2
5197,No ,[14*]c1nc(C)nc2sc3c(c12)CCC3,2
5198,No ,[16*]c1ccc(C)c(S(C)(=O)=O)c1,2
5199,No ,[16*]c1ccc(N2CCC(C)=N2)cc1,2
5200,No ,[16*]c1cn[nH]c1C,2
5201,No ,[4*]CCC#N,2
5202,No ,[5*]N1CCCN(C)c2cc(F)ccc21,2
5203,No ,[14*]c1cc2c(s1)-c1ccccc1CC2,2
5204,No ,[12*]S(=O)(=O)c1ccc([14*])o1,2
5205,No ,[16*]c1cc(C)nc2c1c(=O)[nH]n2C,2
5206,No ,[12*]S(=O)(=O)c1cc(Cl)cc(Cl)c1,2
5207,No ,[13*]C1Cc2cc(F)ccc2O1,2
5208,No ,[1*]C(=O)C1=Cc2cc([16*])ccc2OC1,2
5209,No ,[16*]c1cc2c(cc1Br)OCCO2,2
5210,No ,[14*]c1nc(C)nn1C,2
5211,No ,[5*]N1CCCC2(CCCCC2)CC1,2
5212,No ,[12*]S(=O)(=O)c1ccc(F)cc1Cl,2
5213,No ,[16*]c1c(Cl)cc(Cl)cc1Cl,2
5214,No ,[16*]c1ccc2c3c(cccc13)CC2,2
5215,No ,[1*]C(=O)CCN1C(=O)CCc2cc(F)ccc21,2
5216,No ,[14*]c1[nH]nc(C)c1[16*],2
5217,No ,[14*]c1cocn1,2
5218,No ,[16*]c1ccc2c(c1)N(C)C(=O)CO2,2
5219,No ,[14*]c1nc2cccc(C)c2n1C,2
5220,No ,[16*]c1ccc2c(c1)N(C)CC2,2
5221,No ,[5*]N1CCCc2c(C)ccc(F)c21,2
5222,No ,[14*]c1cnns1,2
5223,No ,[13*]C1C([15*])CCN1C,2
5224,No ,[5*]N1CCc2c(C)cccc21,2
5225,No ,[14*]c1[nH]c2ccc(Br)cc2c1Cl,2
5226,No ,[5*]N1CCSc2ccncc21,2
5227,No ,[16*]c1ccc2nnc(C)n2c1,2
5228,No ,[14*]c1cc2c(s1)CCC(C)(C)C2,2
5229,No ,[16*]c1ccc2c(c1)CC(C)(C)O2,2
5230,No ,[16*]c1ccc(S(=O)(=O)CC)cc1,2
5231,No ,[14*]c1nc(C)nc(C)c1C,2
5232,No ,[16*]c1ccc2c(c1)CCCC(=O)N2,2
5233,No ,[14*]c1nc2ccccc2c(=O)n1C,2
5234,No ,[1*]C(=O)CC1C(=O)Nc2ccccc21,2
5235,No ,[16*]c1ccc2c(Cl)ccnc2c1F,2
5236,No ,[16*]c1cncc2ccccc12,2
5237,No ,[16*]c1ccnnc1,2
5238,No ,[8*]CCS(=O)(=O)c1ccccc1,2
5239,No ,[16*]c1c(C)n[nH]c1C,2
5240,No ,[5*]N1CCCc2cccc(C)c21,2
5241,No ,[16*]c1coc2ccccc12,2
5242,No ,[5*]N1CC2CN(C)C([13*])C2C1,2
5243,No ,[16*]c1ccc(F)c(Br)c1,2
5244,No ,[9*]n1ccc2ccc([16*])cc2c1=O,2
5245,No ,[5*]N1CCc2ccc(O)cc2C1,2
5246,No ,[14*]c1nc2ccc([16*])cc2cc1C,2
5247,No ,[16*]c1ccn2cncc2c1,2
5248,No ,[14*]c1cc(=O)n2ccc(C)cc2n1,2
5249,No ,[15*]C1CCN(C)CC1C,2
5250,No ,[14*]c1nc2cc(C)ccn2c1[14*],2
5251,No ,[1*]C(=O)[C@@H](N)C[8*],2
5252,No ,[5*]N1CCCCC1([13*])C,2
5253,No ,[16*]c1cc(C)nc2onc(C)c12,2
5254,No ,[9*]n1ccc2occc2c1=O,2
5255,No ,[16*]c1c(C)nc2c(C#N)cnn2c1O,2
5256,No ,[16*]c1ccc2oc3c(c2c1)CCCC3,2
5257,No ,[16*]c1ccc2c(c1)CCC(=O)N2C,2
5258,No ,[14*]c1nc2ccc([16*])cc2c(=O)[nH]1,2
5259,No ,[9*]n1c(=O)c([16*])c([14*])n1C,2
5260,No ,[9*]n1ncc2cc([N+](=O)[O-])cc(Cl)c21,2
5261,No ,[9*]n1ncc2cccnc2c1=O,2
5262,No ,[13*]C1CCCCN1,2
5263,No ,[16*]c1c[nH]c2c(C)cccc12,2
5264,No ,[1*]C(=O)C([6*])=O,2
5265,No ,[16*]c1cccc(S(=O)(=O)C2CCCC2)c1,2
5266,No ,[14*]c1c([N+](=O)[O-])ncn1C,2
5267,No ,[10*]N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,2
5268,No ,[15*]C1(N)CCCCC1,2
5269,No ,[15*]C1(N)Cc2ccccc2C1,2
5270,No ,[14*]c1nccc2oc(C)cc12,2
5271,No ,[14*]c1cc([14*])n2ncc([16*])c2n1,2
5272,No ,[16*]c1ccc2c(c1)CNCC2,2
5273,No ,[5*]N1CCc2cc([16*])c([16*])cc2CC1,2
5274,No ,[1*]C(=O)CC([8*])N,2
5275,No ,[16*]c1ccnc2cc(Br)cnc12,2
5276,No ,[5*]NC1CCS(=O)(=O)c2ccccc21,2
5277,No ,[9*]n1cnnc1S(C)=O,2
5278,No ,[10*]N1C(=O)CC2(CCc3ccccc32)C1=O,2
5279,No ,[4*]CC1CCN(C)c2ccccc21,2
5280,No ,[13*]C1Cc2cc(C)c(C)cc2O1,2
5281,No ,[16*]c1ccccc1S(C)=O,2
5282,No ,[12*]S(=O)(=O)c1cc(Cl)ccc1Cl,2
5283,No ,[5*]N1C2CCC1CC(C)(O)C2,2
5284,No ,[16*]c1ccc([N+](=O)[O-])cc1[16*],2
5285,No ,[16*]c1cccc(C#Cc2ccccn2)c1,2
5286,No ,[4*]CC#N,2
5287,No ,[5*]N1CCN(C)c2ccc(Cl)cc21,2
5288,No ,[14*]c1nc2c(C)cccn2c1[14*],2
5289,No ,[15*]C1CCC(=O)N(C)C1,2
5290,No ,[14*]c1cnn[nH]1,2
5291,No ,[14*]c1cccc[n+]1[O-],2
5292,No ,[14*]c1nc2ccccc2n(C)c1=O,2
5293,No ,[4*]C(C)(C)C,2
5294,No ,[10*]N1C(=O)C2CCCN2C1=O,2
5295,No ,[9*]n1nc(C)c([N+](=O)[O-])c1C,2
5296,No ,[9*]n1cc([16*])c(=O)c2cc(F)c(Cl)cc21,2
5297,No ,[8*]C([8*])C(N)=O,2
5298,No ,[1*]C(=O)[C@@H]([4*])C[8*],2
5299,No ,[16*]c1ccc2c(c1)NC(=O)C(C)S2,2
5300,No ,[16*]c1ccc2c(c1)OC(C)(C)O2,2
5301,No ,[5*]N1CCOc2cccc(F)c21,2
5302,No ,[14*]c1cc2c(F)cc(Br)cc2[nH]1,2
5303,No ,[12*]S(=O)(=O)c1cc(C)ccc1[16*],2
5304,No ,[14*]c1nc(C)nc2[nH]ccc12,2
5305,No ,[5*]N1CC(C)Oc2ccc([16*])cc21,2
5306,No ,[9*]n1cnc2c(Cl)cc(Cl)cc2c1=O,2
5307,No ,[14*]c1ncco1,2
5308,No ,[16*]c1ccc(C#N)cc1C,2
5309,No ,[9*]n1cc(Br)c([14*])n1,2
5310,No ,[14*]c1cccc(C#N)n1,2
5311,No ,[4*]C(C[8*])CC,2
5312,No ,[14*]c1c([16*])c(C)nc2c([16*])cnn12,2
5313,No ,[14*]c1cc2nc(C)cc([14*])n2n1,2
5314,No ,[5*]N1CCN([5*])[C@@H](C)C1,2
5315,No ,[1*]C(=O)C1SCCc2ccccc21,2
5316,No ,[14*]c1nccn2c([14*])nnc12,2
5317,No ,[14*]c1cc(O)n2ncc(C#N)c2n1,2
5318,No ,[9*]n1nc(C)c(C#N)c1[14*],2
5319,No ,[16*]c1ccncc1Br,2
5320,No ,[5*]N1CC(C)Oc2cc(F)ccc21,2
5321,No ,[16*]c1cccc(C)c1F,2
5322,No ,[16*]c1cccc2c1OC(C)C(=O)N2,2
5323,No ,[5*]N1CCN(C)Cc2ccccc21,2
5324,No ,[5*]N1CCC2(CCCCC2)CC1,2
5325,No ,[4*]C1(C)CCC1,2
5326,No ,[11*]SC1CCc2c(Cl)cccc21,2
5327,No ,[16*]c1c[nH]c2c(C)cc(F)cc2c1=O,2
5328,No ,[15*]C1([15*])CC2CCC1C2,2
5329,No ,[13*]C1CNCCO1,2
