,CATEGORY,FRAGMENTS,FREQUENCY
5330,No ,[12*]S(=O)(=O)c1cccc2ncccc12,2
5331,No ,[4*]CC(C)(C)N,2
5332,No ,[14*]c1cc2cc(F)ccc2o1,2
5333,No ,[9*]n1cnc2c(cnn2C)c1=O,2
5334,No ,[14*]c1ncc(C)cn1,2
5335,No ,[15*]C1CC12CCc1ccccc12,2
5336,No ,[14*]c1nc2ccc(F)cc2o1,2
5337,No ,[16*]c1c(O)cc(F)cc1F,2
5338,No ,[16*]c1cc(F)c(F)c(F)c1F,2
5339,No ,[12*]S(=O)(=O)c1ccc([16*])c(F)c1,2
5340,No ,[5*]N1CC=C(c2c(C)[nH]c3ccccc23)CC1,2
5341,No ,[5*]N1CCCN(C)C(=O)C1,2
5342,No ,[14*]c1ncc2c(n1)CCC(C)(C)C2,2
5343,No ,[4*]CCS(N)(=O)=O,2
5344,No ,[5*]N1C[C@H]2CCC[C@@]2([15*])C1,2
5345,No ,[12*]S(=O)(=O)c1ccc(C)cc1[16*],2
5346,No ,[5*]N1CCc2ccc(Br)cc21,2
5347,No ,[14*]c1ncnc2c1CN(C)CC2,2
5348,No ,[16*]c1c[nH]c2cccc(C)c12,2
5349,No ,[16*]c1ccc2nc(C)cc([16*])c2c1,2
5350,No ,[12*]S(=O)(=O)c1cc(C)c(C)cc1[16*],2
5351,No ,[14*]c1cnc2nc(C)cc(C)n12,2
5352,No ,[13*]C1CCCCN1C,2
5353,No ,[14*]c1cc2cc([16*])c([16*])c([16*])c2[nH]1,2
5354,No ,[10*]N1C(=O)CC([15*])C1[13*],2
5355,No ,[9*]n1ccc(=O)c([N+](=O)[O-])c1,2
5356,No ,[14*]c1c(C)c(C)nc2ncnn12,2
5357,No ,[5*]N1CC(C)CCCC1C,2
5358,No ,[5*]N1C[C@H](O)C[C@@H]1[13*],2
5359,No ,[14*]c1nc2cc(Cl)ccc2[nH]1,2
5360,No ,[14*]c1cc(Br)c[nH]1,2
5361,No ,[14*]c1cc(Cl)c(Cl)cn1,2
5362,No ,[5*]N1C[C@H]([15*])C[C@H]1[13*],2
5363,No ,[5*]N1CCOc2ccc([16*])cc21,2
5364,No ,[5*]N1CC2(CCCC2)c2ccccc21,2
5365,No ,[15*]C1CCCC1(C)C,2
5366,No ,[9*]n1ncc2cc([16*])c(C)nc21,2
5367,No ,[8*]CN1C(=O)CSc2ccccc21,2
5368,No ,[5*]N1C[C@@H](O)[C@@H](O)C1,2
5369,No ,[16*]c1ccnc2c(F)cccc12,2
5370,No ,[5*]N1CCC([15*])C1(C)C,2
5371,No ,[14*]c1nc([14*])c2nc[nH]c2n1,2
5372,No ,[14*]c1ncc([16*])c(C)n1,2
5373,No ,[16*]c1cc(C#N)nc2ccccc12,2
5374,No ,[16*]c1c[nH]c2cc(Cl)ccc12,2
5375,No ,[5*]N1CCNCC1C,2
5376,No ,[14*]c1cc(C)c2cccc([16*])c2n1,2
5377,No ,[9*]n1ncsc1=O,2
5378,No ,[13*]C1(C)NC(=O)N(C)C1=O,2
5379,No ,[16*]c1ccc([N+](=O)[O-])cc1C#N,2
5380,No ,[14*]c1c(C)nc2ccccn12,2
5381,No ,[5*]N1CCCN([10*])C(=O)C1,2
5382,No ,[14*]c1ncnc2c1CCC2,2
5383,No ,[16*]c1ccc([N+](=O)[O-])cc1F,2
5384,No ,[16*]c1c[nH]c2cc(F)ccc12,2
5385,No ,[16*]c1cc([16*])c(Br)cc1[16*],2
5386,No ,[15*]C1C(C)CCCC1C,2
5387,No ,[16*]c1cc(Br)cc2cccnc12,2
5388,No ,[8*]CS(=O)(=O)c1ncc([14*])n1C,2
5389,No ,[5*]N1CCN([5*])c2ccccc21,2
5390,No ,[12*]S(=O)(=O)c1cccc2ccc(C)nc12,2
5391,No ,[14*]c1cnc2cc(F)c(F)cc2n1,2
5392,No ,[9*]n1c(N)nc2ccccc21,2
5393,No ,[5*]N1CCOc2ccccc2C1,2
5394,No ,[5*]N1CCS(=O)(=O)CC1C,2
5395,No ,[13*]C1Oc2cc([16*])ccc2NC1=O,2
5396,No ,[16*]c1cc(C)n(C)c1C,2
5397,No ,[13*]C1([13*])NC(=O)NC1=O,2
5398,No ,[9*]n1c([14*])cn2c3c(=O)[nH]c(=O)n(C)c3nc12,2
5399,No ,[14*]c1nc(C)ccc1C#N,2
5400,No ,[5*]N1CC([15*])(O)C1,2
5401,No ,[9*]n1c(C)ccc1C,2
5402,No ,[16*]c1ccc(C#N)c([16*])c1,2
5403,No ,[5*]N1CCCn2c1nc1c2c(=O)n([9*])c(=O)n1C,2
5404,No ,[14*]c1oc2ccc(Cl)cc2c1C,2
5405,No ,[14*]c1scc([16*])c1[16*],2
5406,No ,[14*]c1ncnc2sc(C)cc12,2
5407,No ,[5*]N1CCOc2ncccc21,2
5408,No ,[12*]S(=O)(=O)c1ccc(F)c(Cl)c1,2
5409,No ,[8*]CS(=O)(=O)c1ccccc1Cl,2
5410,No ,[16*]c1c(C#N)cnc2c(C)cc(C)cc12,2
5411,No ,[12*]S(=O)(=O)c1c(C)c(C)c(C)c(C)c1C,2
5412,No ,[12*]S(=O)(=O)c1ccc(C)c(C)c1C,2
5413,No ,[5*]N1C2CCC1CC(=O)NC2,2
5414,No ,[5*]N1Cc2cnnn2Cc2ccccc21,2
5415,No ,[16*]c1ccc2nccn2c1,2
5416,No ,[16*]c1ccc(Cl)nc1,2
5417,No ,[5*]N1CCc2cnc([14*])nc2C1,2
5418,No ,[14*]c1noc([14*])c1[16*],2
5419,No ,[8*]CCC#N,2
5420,No ,[10*]N1C(=O)NC2(CCCC2)C1=O,2
5421,No ,[9*]n1c2c(c3ccccc31)CCCC2,2
5422,No ,[5*]N1C([13*])CCCC1C,2
5423,No ,[16*]c1ccc(C#N)cc1[N+](=O)[O-],2
5424,No ,[16*]c1c(Cl)cc(C)c2ncccc12,2
5425,No ,[16*]c1c[nH]c2ccc(Br)cc12,2
5426,No ,[9*]n1ncc(C#N)c1N,2
5427,No ,[16*]c1ccc(O)c2ncccc12,2
5428,No ,[14*]c1nnc2ccc(C)nn12,2
5429,No ,[5*]NC1CCCCc2ccccc21,2
5430,No ,[14*]c1ncnc2[nH]cnc12,2
5431,No ,[9*]n1c([14*])cnc1C,2
5432,No ,[5*]N1CCC([15*])(O)CC1,2
5433,No ,[1*]C(=O)CN1C(=O)CSc2ccccc21,2
5434,No ,[16*]c1c(C)ccc([N+](=O)[O-])c1C,2
5435,No ,[14*]c1csc2nc(C)cn12,2
5436,No ,[5*]N1CCCc2cc([16*])ccc2C1,2
5437,No ,[16*]c1cnoc1,2
5438,No ,[5*]NC1CCCc2occc21,2
5439,No ,[5*]N1C[C@@H](F)C[C@H]1[13*],2
5440,No ,[16*]c1c2c(nc3ccccc13)CCCC2,2
5441,No ,[14*]c1ncc(C)cc1[N+](=O)[O-],2
5442,No ,[5*]N1CCNC([13*])C1,2
5443,No ,[14*]c1nc(=O)[nH][nH]1,2
5444,No ,[16*]c1cc(=O)oc2c(C)c(O)ccc12,2
5445,No ,[4*]C(C[8*])C(=O)O,2
5446,No ,[9*]n1ccc(=O)c2ccccc21,2
5447,No ,[14*]c1cccn1C,2
5448,No ,[16*]c1c(C)oc(C)c1C,2
5449,No ,[14*]c1nc2ccc(Cl)cc2[nH]1,2
5450,No ,[9*]n1nc([14*])c(C)n1,2
5451,No ,[16*]c1ccc2sccc2c1,2
5452,No ,[9*]n1cnc2c1c(=O)[nH]c(=O)n2C,2
5453,No ,[16*]c1cccc(S(N)(=O)=O)c1,2
5454,No ,[14*]c1nc(C)n2ccccc12,2
5455,No ,[16*]c1ccc2c(c1)CC(=O)N2C,2
5456,No ,[14*]c1nc2c(s1)CCCC2,2
5457,No ,[5*]N1C[C@@H]([15*])[C@H](C)C1,2
5458,No ,[16*]c1c(C)cc(C)cc1Cl,2
5459,No ,[4*]CC1CC(=O)Nc2ccccc21,2
5460,No ,[14*]c1nn2c(=O)cc(C)nc2s1,2
5461,No ,[14*]c1ncc(Br)c2ccccc12,2
5462,No ,[16*]c1cc2c(cc1Cl)OCCO2,2
5463,No ,[5*]N1CCN(C)CC12CCCCC2,2
5464,No ,[5*]N1CCN(C)C(=O)C1(C)C,2
5465,No ,[5*]N1CCNC(=O)C1C,2
5466,No ,[14*]c1coc(C)n1,2
5467,No ,[15*][C@H]1CC[C@H]([15*])CC1,2
5468,No ,[9*]n1nc(C)c([16*])c1Cl,2
5469,No ,[15*]C1CCN(C)C1,2
5470,No ,[16*]c1c(F)cc(F)cc1F,2
5471,No ,[14*]c1nnc2n1-c1ccccc1CC2,2
5472,No ,[16*]c1ccc2ccc(=O)oc2c1,2
5473,No ,[14*]c1nc2sc(C)c(C)c2c(=O)[nH]1,2
5474,No ,[14*]c1ncccc1Br,2
5475,No ,[9*]n1ncc(Cl)c(Cl)c1=O,2
5476,No ,[14*]c1sc(C)cc1[16*],2
5477,No ,[16*]c1cc([16*])c2c(c1)OCCO2,2
5478,No ,[15*]C1CCC(N)C1,2
5479,No ,[5*]N1CCCC1C,2
5480,No ,[8*]CC(C)(O)CC,2
5481,No ,[14*]c1nc2sccn2c1[N+](=O)[O-],2
5482,No ,[16*]c1ccc2c(c1)NC(=O)CS2,2
5483,No ,[14*]c1nc2cccc(Cl)c2s1,2
5484,No ,[9*]n1nc(C)c2ccccc2c1=O,2
5485,No ,[14*]c1nc(C)ns1,2
5486,No ,[14*]c1n[nH]c2ccc([N+](=O)[O-])cc12,2
5487,No ,[9*]n1nnc([14*])c1N,1
5488,No ,[4*]C(C)(C[8*])CC,1
5489,No ,[6*]C(=O)n1nc(C)c([16*])c1C,1
5490,No ,[16*]c1cc([16*])c(O)cc1O,1
5491,No ,[14*]c1n[nH]c2ccc([16*])cc12,1
5492,No ,[9*]n1c([14*])nc2ccc(Br)cc21,1
5493,No ,[5*]N1CCC(C)c2cccc([16*])c21,1
5494,No ,[16*]c1cccc2ccn(C)c12,1
5495,No ,[13*]C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,1
5496,No ,[16*]c1cc(C)nc(O)c1,1
5497,No ,[5*]N1CCc2c(c3ccccc3n2[9*])C1,1
5498,No ,[14*]c1nc2ccccn2c1C#N,1
5499,No ,[14*]c1nc2ccc(F)cn2n1,1
5500,No ,[5*]N1CC(O)CC1C,1
5501,No ,[8*]CC(C)(C)O,1
5502,No ,[14*]c1nnc2cc(C)ccn12,1
5503,No ,[16*]c1cc(C)c(Br)cc1S(=O)(=O)n1nnc2ccccc21,1
5504,No ,[14*]c1nc(S(=O)(=O)c2ccccc2)c(Cl)s1,1
5505,No ,[9*]n1c(=O)c(C)nc2ccccc21,1
5506,No ,[12*]S(=O)(=O)c1cc(C)oc1C,1
5507,No ,[5*]N1CCCC(C)(C)CC1,1
5508,No ,[5*]N1C(C)CNCC1C,1
5509,No ,[14*]c1nc2ccccc2c([16*])c1C,1
5510,No ,[9*]n1cnc2ccc(F)cc2c1=O,1
5511,No ,[12*]S(=O)(=O)c1cccc([16*])c1C,1
5512,No ,[14*]c1ccc2c(n1)CCCC2,1
5513,No ,[15*]C1CC2CCC(C1)N2C,1
5514,No ,[15*]C1CC(O)C1,1
5515,No ,[5*]N1CC([15*])C(C)(C)C1,1
5516,No ,[8*]CCC(F)(F)F,1
5517,No ,[5*]N1Cc2ccccc2C(C)(C)C1,1
5518,No ,[16*]c1c(Cl)cc(F)cc1Br,1
5519,No ,[16*]c1c[nH]c2ccc(Cl)cc12,1
5520,No ,[14*]c1nc2ccc([N+](=O)[O-])cc2s1,1
5521,No ,[16*]c1coc2cc3c(cc12)CCC3,1
5522,No ,[14*]c1nc2ccc(C)cc2c(=O)[nH]1,1
5523,No ,[5*]N1CC(=O)N(C)C(=O)C1,1
5524,No ,[12*]S(=O)(=O)c1ccc([16*])c(C)c1C,1
5525,No ,[15*][C@@H]1CCCC[C@H]1O,1
5526,No ,[16*]c1ccn(C)c1,1
5527,No ,[14*]c1nn2nnc3ccccc3c2nc1=O,1
5528,No ,[8*]CCS(C)(=O)=O,1
5529,No ,[5*]N1CC(C)NC(=O)c2ccccc21,1
5530,No ,[16*]c1cnn2ncccc12,1
5531,No ,[5*]N1Cc2ccccc2-c2ccccc21,1
5532,No ,[4*]CCC(C)(C)O,1
5533,No ,[14*]c1ncnc2ncccc12,1
5534,No ,[4*]CC1OCCc2sccc21,1
5535,No ,[5*]N1CC(C)(C)OC(C)(C)C1,1
5536,No ,[5*]N1CCc2ccc(F)cc2C1,1
5537,No ,[10*]N1C(=O)C2CCCC2C1=O,1
5538,No ,[14*]c1ncnc2ccc(Br)cc12,1
5539,No ,[16*]c1cccc(I)c1,1
5540,No ,[5*]N1CCn2ncnc2C1,1
5541,No ,[16*]c1ccccc1S(=O)(=O)c1ccc(C)cc1,1
5542,No ,[14*]c1cc2cc([16*])ccc2n1C,1
5543,No ,[5*]N1CCc2ccc([N+](=O)[O-])cc21,1
5544,No ,[16*]c1cnc2sc(C)cn2c1=O,1
5545,No ,[5*]N1CCC([15*])(N)CC1,1
5546,No ,[16*]c1ccc2c(c1)NC(=O)CCN2C,1
5547,No ,[16*]c1cc(C#N)cc(F)c1C,1
5548,No ,[6*]C(=O)NNc1c(Cl)cc(Cl)cc1Cl,1
5549,No ,[12*]S(=O)(=O)c1cc(F)ccc1C,1
5550,No ,[14*]c1nc(=O)c2cn[nH]c2[nH]1,1
5551,No ,[16*]c1c(C)cccc1S(C)=O,1
5552,No ,[8*]CS(=O)c1ccc(C)cn1,1
5553,No ,[8*]CC(O)C(F)(F)F,1
5554,No ,[14*]c1ncc(Br)cn1,1
5555,No ,[9*]n1cnc2sc([14*])cc2c1=O,1
5556,No ,[5*]N1c2ccccc2NC(=O)C12CCCC2,1
5557,No ,[5*]N1CCN(C2CCCc3ccccc32)CC1,1
5558,No ,[16*]c1ccc(Cl)c([N+](=O)[O-])c1,1
5559,No ,[13*]C1CCC(C)O1,1
5560,No ,[15*]C1C(=O)N(C)C(=O)N(C)C1=O,1
5561,No ,[5*]N1CCc2sc([14*])cc2C1,1
5562,No ,[10*]N1C(=O)NC2(CCCCCC2)C1=O,1
5563,No ,[13*]C1Cc2cc([16*])ccc2O1,1
5564,No ,[16*]c1csc2ccc(Cl)cc12,1
5565,No ,[14*]c1nc2ccc(Br)cc2n1C,1
5566,No ,[14*]c1ccc2c(=O)n(C)c(=O)n(C)c2n1,1
5567,No ,[9*]n1nc([14*])c2cc([16*])cnc21,1
5568,No ,[8*]CS(=O)c1ccc([16*])cc1,1
5569,No ,[14*]c1nc2cc3c(cc2[nH]1)OCCO3,1
5570,No ,[5*]N1CCC[C@H]1C,1
5571,No ,[14*]c1nc2ccc([16*])cc2nc1[14*],1
5572,No ,[14*]c1ncc(C)c([14*])n1,1
5573,No ,[15*]C1CCOC1C(=C)C,1
5574,No ,[16*]c1cc2sc(C)nc2c2sccc12,1
5575,No ,[4*]C(C)C([8*])[8*],1
5576,No ,[5*]N1CCC2(CC1)CC2[15*],1
5577,No ,[16*]c1ccc(Cl)c([16*])c1[16*],1
5578,No ,[5*]N(C)C1CCCc2nc([14*])sc21,1
5579,No ,[15*]C1(O)CCC(C)CC1,1
5580,No ,[15*]C1(N)CCCC1,1
5581,No ,[15*]C1COc2ccccc2C1=O,1
5582,No ,[14*]c1nc2cc(Cl)ccc2o1,1
5583,No ,[14*]c1nc(C)c2cc(C)ccc2n1,1
5584,No ,[4*]C(C[8*])C(N)=O,1
5585,No ,[16*]c1ccnc(C)c1Cl,1
5586,No ,[16*]c1cc(C)c(C)cc1C,1
5587,No ,[14*]c1csc(N)n1,1
5588,No ,[9*]n1ncc2cc(Br)cnc21,1
5589,No ,[16*]c1ccc(Br)cc1[N+](=O)[O-],1
5590,No ,[5*]N1CCc2ccsc2C1,1
5591,No ,[5*]N1CC(C)(C)Sc2ccccc21,1
5592,No ,[5*]N1CCCCc2cc([16*])ccc21,1
5593,No ,[16*]c1cscc1[16*],1
5594,No ,[16*]c1ccc([N+](=O)[O-])c([16*])c1,1
5595,No ,[9*]n1cc(I)cc(C)c1=O,1
5596,No ,[14*]c1ccc([16*])c([14*])n1,1
5597,No ,[5*]NC1COc2ccc(C)cc21,1
5598,No ,[5*]N1CCC([15*])(C)CC1,1
5599,No ,[9*]n1nc(C)cc1N,1
5600,No ,[5*]N1CCn2ccnc2C1,1
5601,No ,[8*]CS(=O)c1ccc([16*])cn1,1
5602,No ,[8*]CS(=O)c1cccs1,1
5603,No ,[7*]CC(=O)O,1
5604,No ,[5*]NC1CCc2ccc(F)cc21,1
5605,No ,[5*]N1C2CCC(C2)C1[13*],1
5606,No ,[14*]c1nc2c3ccccc3[nH]c(=O)n2n1,1
5607,No ,[16*]c1cc(C#N)n(C)c1C,1
5608,No ,[14*]c1oc2cc(C)cc(C)c2c1C,1
5609,No ,[10*]N1Cc2ccccc2C1=O,1
5610,No ,[16*]c1ccc2c(c1)C(=O)NCC2,1
5611,No ,[16*]c1cc(Br)cc(C)c1[16*],1
5612,No ,[14*]c1nc(C)cc(C)c1[16*],1
5613,No ,[16*]c1c(C)cc(Br)cc1Cl,1
5614,No ,[14*]c1nn2cnnc2s1,1
5615,No ,[9*]n1cc([16*])c(=O)c2cc(F)c([16*])cc21,1
5616,No ,[9*]n1c(=O)n([9*])c2nc([14*])ccc21,1
5617,No ,[14*]c1ccc([14*])[nH]1,1
5618,No ,[9*]n1cnn([9*])c1=O,1
5619,No ,[5*]NC1C(=O)N(CC[8*])c2ccccc21,1
5620,No ,[9*]n1c([14*])nc2cc([16*])ccc2c1=O,1
5621,No ,[9*]n1cnc2cc([16*])c([16*])cc2c1=O,1
5622,No ,[14*]c1nc2cccnc2nc1[14*],1
5623,No ,[16*]c1ccc(Cl)c(C)c1,1
5624,No ,[14*]c1cc([16*])c2cccc(Br)c2n1,1
5625,No ,[11*]SC1CCCc2ccccc21,1
5626,No ,[14*]c1nc2ccc(C)cn2c1[14*],1
5627,No ,[14*]c1nc2sc([14*])cc2c(=O)[nH]1,1
5628,No ,[9*]n1ncn2nccc2c1=O,1
5629,No ,[14*]c1nn(C)c(=O)n(C)c1=O,1
5630,No ,[15*]C1CCOC2(CCCCC2)C1,1
5631,No ,[14*]c1nc2c(Cl)c(C)nn2c2ccccc12,1
5632,No ,[16*]c1cc2c([16*])coc2cc1C,1
5633,No ,[6*]C(=O)NNc1nc2ccccc2c(=O)n1[9*],1
5634,No ,[14*]c1nc2cc([16*])c([16*])cc2nc1C,1
5635,No ,[4*]C([8*])C([4*])C,1
5636,No ,[9*]n1nc([14*])cc1O,1
5637,No ,[15*]C1C2CCc3ccccc3C12,1
5638,No ,[1*]C(=O)C(C)C([8*])N,1
5639,No ,[12*]S(=O)(=O)c1cnc(C)[nH]1,1
5640,No ,[14*]c1nc2c(c(=O)[nH]1)CCCC2,1
5641,No ,[8*]CS(=O)c1ccc(O)cc1,1
5642,No ,[1*]C(=O)C1OCCc2ccccc21,1
5643,No ,[14*]c1n[nH]c([14*])c1C#N,1
5644,No ,[12*]S(=O)(=O)c1cc(C)c(F)c([N+](=O)[O-])c1,1
5645,No ,[1*]C(=O)C([8*])CC(C)C,1
5646,No ,[14*]c1cc(C)nc(C)n1,1
5647,No ,[8*]CC(N)C(=O)O,1
5648,No ,[5*]N1CCn2c1nc1ccccc12,1
5649,No ,[16*]c1cc([16*])c2c(c1)COCO2,1
5650,No ,[16*]c1cccc2c1CCC2=O,1
5651,No ,[8*]CS(=O)(=O)c1nccn1C,1
5652,No ,[4*]CC#C,1
5653,No ,[16*]c1ccc(C)nc1[N+](=O)[O-],1
5654,No ,[12*]S(=O)(=O)c1ccc(Cl)nc1,1
5655,No ,[12*]S(=O)(=O)c1ccc(Cl)c([16*])c1,1
5656,No ,[6*]C(=O)n1ccccc1=NC(C)C,1
5657,No ,[14*]c1cc([16*])cc(O)n1,1
5658,No ,[9*]n1nc(C)n([9*])c1=O,1
5659,No ,O=C1Nc2ccc(Br)cc2C12CCCC2,1
5660,No ,[14*]c1ncc(F)cn1,1
5661,No ,[16*]c1ccc2c(c1)NC(=O)C(C)O2,1
5662,No ,[15*]C1(C)CC1,1
5663,No ,[14*]c1sc2nc(C)cc(C)c2c1C,1
5664,No ,[14*]c1n[nH]c2nc3ccccc3n12,1
5665,No ,[10*]N1Cc2nc3ccccc3c(C)c2C1=O,1
5666,No ,[12*]S(=O)(=O)c1cn(C)c(Cl)n1,1
5667,No ,[15*]C1CCn2cncc2C1,1
5668,No ,[14*]c1nc(Cl)c2c([16*])csc2n1,1
5669,No ,[14*]c1nn(C)c([14*])c1[16*],1
5670,No ,[14*]c1cc2cc(C)cc(Br)c2o1,1
5671,No ,[5*]NC1CC(CO)c2ccccc21,1
5672,No ,[8*]C(C)S(=O)c1cc2c(cc1Cl)OCCO2,1
5673,No ,[15*]C1CCCNC1,1
5674,No ,[15*]C1CCC(C)(C)CC1C,1
5675,No ,[9*]n1cc(C#N)c(=O)[nH]c1=O,1
5676,No ,[16*]c1cccc(O)c1C,1
5677,No ,[5*]N1CCC2(CCC2)C1,1
5678,No ,[14*]c1ncc([N+](=O)[O-])c([14*])n1,1
5679,No ,[14*]c1cc2c([14*])nn(C)c2s1,1
5680,No ,[12*]S(=O)(=O)c1ccc(F)c(F)c1F,1
5681,No ,[14*]c1ccc(S(C)(=O)=O)o1,1
5682,No ,[5*]N1CCCN(C2CCCc3ccccc32)CC1,1
5683,No ,[9*]n1c([14*])nc2cc(Br)ccc21,1
5684,No ,[14*]c1oncc1[16*],1
5685,No ,[14*]c1noc2c1CCCC2,1
5686,No ,[5*]N1CC(=O)Nc2cnccc21,1
5687,No ,[14*]c1nc(C)n[nH]1,1
5688,No ,[5*]N1CC(C)Cc2ccccc21,1
5689,No ,[10*]N1C(=O)CC2(CCCCC2)CC1=O,1
5690,No ,[5*]N1CC([13*])Nc2ccccc21,1
5691,No ,[8*]CS(=O)c1cccc(Cl)c1,1
5692,No ,[12*]S(=O)(=O)c1cc(F)c(C)cc1F,1
5693,No ,[9*]n1nc([14*])[nH]c1=O,1
5694,No ,[9*]n1nc2c(Cl)cccn2c1=O,1
5695,No ,[9*]n1ccc(=O)c2cc(Br)ccc21,1
5696,No ,[5*]NC1CC2CCCc3cccc1c32,1
5697,No ,[5*]N1CCc2c(F)cccc21,1
5698,No ,[5*]N1CCn2cnnc2C1,1
5699,No ,[16*]c1cccc([16*])c1[N+](=O)[O-],1
5700,No ,[4*][C@H](CO)C(C)C,1
5701,No ,[5*]NC1CCCc2sccc21,1
5702,No ,[15*]C1CC(C)OC(C)C1,1
5703,No ,[12*]S(=O)(=O)c1ccc([16*])cc1F,1
5704,No ,[9*]n1cnc2c(N)ncnc21,1
5705,No ,[13*]C1CCCCC(=O)N1,1
5706,No ,[5*]N1CCCOc2ccc(C)cc21,1
5707,No ,[5*]N1CCCC12CCCCCC2,1
5708,No ,[16*]c1cc(=O)oc2cc(C)ccc12,1
5709,No ,[16*]c1csnc1C,1
5710,No ,[5*]N1CCCc2c([16*])ccc(C)c21,1
5711,No ,[12*]S(=O)(=O)c1cc(C)c([14*])s1,1
5712,No ,[15*]C1C2CCC(C2)C1[15*],1
5713,No ,[16*]c1cccc2c1oc(=O)n2C,1
5714,No ,[14*]c1nc2cc(C)ccc2o1,1
